job_id,lineage_id,name_stem,size_class,arrangement,crossover_a,crossover_b,n_pair_combinations,duration_ps,n_frames,structural_gates_applied,valid_frames,pct_frames_structurally_valid,raw_mean_best_periodic_propensity,raw_pct_any_reactive_corner,mean_best_periodic_propensity,median_best_periodic_propensity,p95_best_periodic_propensity,pct_any_reactive_corner
37418e309e59,37418e309e59,6hbx100_1xT,larger_origami,1-1,8746148e-c11e-4dab-9472-382ae58be2d4,f7f1f11f-8f05-42b2-9b2c-849546253bc0,1,489.6000014596962,52,True,52,100.0,0.010422633800288615,0.0,0.010422633800288615,0.009638515945827389,0.0204402399074072,0.0
37418e309e59,37418e309e59,6hbx100_1xT,larger_origami,1-1,db4a6d72-de3c-460f-be3e-41e33c2addf5,fbcb9373-89f7-419e-9a70-2d030592a37b,1,489.6000014596962,52,True,52,100.0,0.010219934708108737,0.0,0.010219934708108737,0.006743387529439093,0.02879040486882836,0.0
37418e309e59,37418e309e59,6hbx100_1xT,larger_origami,1-1,180faa04-c63f-419c-8d1e-3f797176aced,efbdbaef-8b2e-4f4d-9f88-3f9014b0bba5,1,489.6000014596962,52,True,52,100.0,0.009520026261676123,0.0,0.009520026261676123,0.008771009475956812,0.018251122427693837,0.0
37418e309e59,37418e309e59,6hbx100_1xT,larger_origami,1-1,98b44d64-bb57-4e5f-830b-9270cab9905d,dedc48d6-3547-4071-832e-783e76457f1c,1,489.6000014596962,52,True,52,100.0,0.009469704209395158,0.0,0.009469704209395158,0.008778551452631633,0.018074211616910522,0.0
37418e309e59,37418e309e59,6hbx100_1xT,larger_origami,1-1,4c3677c1-003e-4ac1-a8f1-e3b5fcbae050,5d276e32-c276-4422-a745-9da530d78da6,1,489.6000014596962,52,True,52,100.0,0.009220767832614133,0.0,0.009220767832614133,0.007314678712060341,0.024320488035668428,0.0
37418e309e59,37418e309e59,6hbx100_1xT,larger_origami,1-1,1178ba6b-0419-457d-aa2d-65d35b26275b,9acdbcbc-9b36-4db4-8fee-b5fa632a049f,1,489.6000014596962,52,True,52,100.0,0.00840565644882025,0.0,0.00840565644882025,0.007987485191028522,0.014093284270100839,0.0
37418e309e59,37418e309e59,6hbx100_1xT,larger_origami,1-1,2695d23f-eb39-47a5-92b2-6a2d6f6c915d,84ccacc8-cf82-4859-9ea0-8802e8cc32e4,1,489.6000014596962,52,True,52,100.0,0.00702105178650412,0.0,0.00702105178650412,0.005284882003346444,0.018229876894447165,0.0
37418e309e59,37418e309e59,6hbx100_1xT,larger_origami,1-1,77cf36c0-ab23-4b9c-926d-1638a36bc0cd,9d6b4c05-29a1-4fec-902a-233ff5ba603b,1,489.6000014596962,52,True,52,100.0,0.006941009998385399,0.0,0.006941009998385399,0.001458449047853362,0.036430632053992745,0.0
37418e309e59,37418e309e59,6hbx100_1xT,larger_origami,1-1,cc2cec17-f2e2-42e9-8251-2af732ffbb73,fdc3fab1-96e5-4dc1-8d42-aa2ba66b3415,1,489.6000014596962,52,True,52,100.0,0.006146864266172966,0.0,0.006146864266172966,0.0023546927436345214,0.019068219872413025,0.0
37418e309e59,37418e309e59,6hbx100_1xT,larger_origami,1-1,64bba80c-bccb-4ed6-83a9-eeed4b83bbd2,f2d4d4c3-9564-4d7e-8dff-c4febde823b1,1,489.6000014596962,52,True,52,100.0,0.006142718314014816,0.0,0.006142718314014816,0.0021606356759031353,0.020637902066030858,0.0
37418e309e59,37418e309e59,6hbx100_1xT,larger_origami,1-1,94bd1222-e92d-42e3-8137-9a2f1c2ed05e,ba230854-9246-4c35-b3d7-b8e7968fd382,1,489.6000014596962,52,True,52,100.0,0.005797281358472486,0.0,0.005797281358472486,0.004993287226667432,0.013680640054489997,0.0
37418e309e59,37418e309e59,6hbx100_1xT,larger_origami,1-1,19f0417b-5101-4ec1-ab1f-ac059064b9ca,72685c47-4c25-4cd3-80c3-3ede26746613,1,489.6000014596962,52,True,52,100.0,0.002553395117456354,0.0,0.002553395117456354,0.0021966282966600836,0.0053180794760814935,0.0
37418e309e59,37418e309e59,6hbx100_1xT,larger_origami,1-1,68d566ac-1d78-4472-9710-95f69a5ef074,b6770a6e-beda-4016-8584-18d099760127,1,489.6000014596962,52,True,52,100.0,0.0014321363076418418,0.0,0.0014321363076418418,0.0009995161358220827,0.0035600725298689764,0.0
37418e309e59,37418e309e59,6hbx100_1xT,larger_origami,1-1,6669d584-a8df-443c-ad62-350b5fc6594d,948b3b73-788e-44ec-a535-890c35e73cb4,1,489.6000014596962,52,True,52,100.0,0.001179701781603228,0.0,0.001179701781603228,0.001048683753122621,0.0023873959180512514,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,715d50c3-2031-424f-b6e6-deb5f514f22a,b46be18d-8a7e-4772-8a53-5c9083a70234,1,489.6000014596962,52,True,52,100.0,0.07844503790946981,0.0,0.07844503790946981,0.06786741382514547,0.19357631886198506,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,932e1ba5-5123-404e-a557-eb331bb79266,c86da97a-de95-4764-ba15-e2506bc8a0f2,1,489.6000014596962,52,True,52,100.0,0.06254536158397589,0.0,0.06254536158397589,0.058045157808358686,0.09752892526583838,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,842fca27-ff32-4cfa-8ee2-88f6c130ff1a,ad51907a-66a3-4e20-9975-6db6ac6276ea,1,489.6000014596962,52,True,52,100.0,0.04711706208128811,0.0,0.04711706208128811,0.044255272010843026,0.07955017293921035,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,af6f6736-4b56-4ae9-a4e4-bb6ee5ccd31a,db4325ef-21b8-4631-9e34-fe60d5d6249b,1,489.6000014596962,52,True,38,73.07692307692307,0.029673616428028467,0.0,0.030170838520165947,0.02163338672444694,0.07317622035974908,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,433a5065-e3c3-4b84-bcf3-915ab6c65955,d839bd27-10bf-4741-bd99-d08fe6a959c2,1,489.6000014596962,52,True,52,100.0,0.02842851241503965,0.0,0.02842851241503965,0.02957377730506921,0.0542883380501879,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,723282f2-a744-4512-9242-9397c4ee5c5e,f90a3afc-b4f4-484e-a0fc-fbe29333b968,1,489.6000014596962,52,True,52,100.0,0.027095260516616506,0.0,0.027095260516616506,0.02022302939297222,0.06171569711748051,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,4c3677c1-003e-4ac1-a8f1-e3b5fcbae050,5d276e32-c276-4422-a745-9da530d78da6,1,489.6000014596962,52,True,52,100.0,0.025095303458475108,0.0,0.025095303458475108,0.015585766987879782,0.075542256118435,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,10dcd943-bf54-430c-b9d9-33b67746c966,7dccd2d2-3834-4d0e-9c2d-4bb7268d8a87,1,489.6000014596962,52,True,52,100.0,0.020878062205911815,0.0,0.020878062205911815,0.010403326998889465,0.06256274428165724,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,cc2cec17-f2e2-42e9-8251-2af732ffbb73,fdc3fab1-96e5-4dc1-8d42-aa2ba66b3415,1,489.6000014596962,52,True,52,100.0,0.017347089375381163,0.0,0.017347089375381163,0.003487981237838149,0.06873539489329045,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,1a748e45-0335-4275-987b-c201e50369ae,f69c48d5-3da8-4851-b8fa-71e4e2271c53,1,489.6000014596962,52,True,52,100.0,0.012868982289906922,0.0,0.012868982289906922,0.012339893907289245,0.021419800514328485,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,335ea4ca-5c23-4e29-b04f-16571cad16a8,7da22aa0-ddb1-44c6-9b75-438532d1fd19,1,489.6000014596962,52,True,52,100.0,0.012301452661078129,0.0,0.012301452661078129,0.006618146218991067,0.03971982797560676,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,180faa04-c63f-419c-8d1e-3f797176aced,efbdbaef-8b2e-4f4d-9f88-3f9014b0bba5,1,489.6000014596962,52,True,52,100.0,0.011557648541465933,0.0,0.011557648541465933,0.0088788600246302,0.025633553567962566,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,9b0bf67e-31e6-4353-9962-8b241e4830fd,b5af488f-e065-4b7c-96b5-c1dcaa9e5716,1,489.6000014596962,52,True,52,100.0,0.0115382518995025,0.0,0.0115382518995025,0.009689183258852546,0.027846193712817855,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,98b44d64-bb57-4e5f-830b-9270cab9905d,dedc48d6-3547-4071-832e-783e76457f1c,1,489.6000014596962,52,True,52,100.0,0.010748085445799544,0.0,0.010748085445799544,0.008773639674597652,0.02019117269672126,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,1178ba6b-0419-457d-aa2d-65d35b26275b,9acdbcbc-9b36-4db4-8fee-b5fa632a049f,1,489.6000014596962,52,True,52,100.0,0.0101993481599483,0.0,0.0101993481599483,0.009029557178280691,0.018671939518515906,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,27f9c82f-3acc-4c54-8be7-3948148f7cd2,fc501a90-8295-486c-b7ec-51c8449764ce,1,489.6000014596962,52,True,52,100.0,0.010004078111073789,0.0,0.010004078111073789,0.009480222091532528,0.019740657356655103,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,2a42f52a-d371-4584-9347-ce1fb9d45464,d8565ee9-9f77-48dc-bde6-a4e9fa24e02c,1,489.6000014596962,52,True,52,100.0,0.009955295938390011,0.0,0.009955295938390011,0.008333228172128062,0.021288448416803527,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,cda11e43-1a30-4424-b5ab-f6487e66ef77,f7f0f244-3cf7-4261-a091-c32b830f55df,1,489.6000014596962,52,True,52,100.0,0.009281531689245366,0.0,0.009281531689245366,0.005845596285065168,0.02711942958455077,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,2695d23f-eb39-47a5-92b2-6a2d6f6c915d,84ccacc8-cf82-4859-9ea0-8802e8cc32e4,1,489.6000014596962,52,True,52,100.0,0.00903493064432635,0.0,0.00903493064432635,0.0080055141997832,0.017553154569973882,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,8746148e-c11e-4dab-9472-382ae58be2d4,f7f1f11f-8f05-42b2-9b2c-849546253bc0,1,489.6000014596962,52,True,52,100.0,0.008196224380164886,0.0,0.008196224380164886,0.007345786178351116,0.015484215973562341,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,64bba80c-bccb-4ed6-83a9-eeed4b83bbd2,f2d4d4c3-9564-4d7e-8dff-c4febde823b1,1,489.6000014596962,52,True,52,100.0,0.0062322315354315806,0.0,0.0062322315354315806,0.003695327732822047,0.01799343077786766,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,301be703-644b-4222-94bf-68d5901d5b51,e2fdd49a-5828-4c6e-a26c-1ea8918c89d1,1,489.6000014596962,52,True,52,100.0,0.005950099251289363,0.0,0.005950099251289363,0.0019575866218524084,0.02363268634609566,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,94bd1222-e92d-42e3-8137-9a2f1c2ed05e,ba230854-9246-4c35-b3d7-b8e7968fd382,1,489.6000014596962,52,True,52,100.0,0.005872189671820825,0.0,0.005872189671820825,0.004800568991576106,0.012531383935533977,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,db4a6d72-de3c-460f-be3e-41e33c2addf5,fbcb9373-89f7-419e-9a70-2d030592a37b,1,489.6000014596962,52,True,52,100.0,0.0053267358372785095,0.0,0.0053267358372785095,0.004384983809069537,0.01375558716244117,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,77cf36c0-ab23-4b9c-926d-1638a36bc0cd,9d6b4c05-29a1-4fec-902a-233ff5ba603b,1,489.6000014596962,52,True,52,100.0,0.003384387147539942,0.0,0.003384387147539942,0.0024074681651022676,0.008404322851571356,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,19f0417b-5101-4ec1-ab1f-ac059064b9ca,72685c47-4c25-4cd3-80c3-3ede26746613,1,489.6000014596962,52,True,52,100.0,0.0030606051110670385,0.0,0.0030606051110670385,0.002802282890285465,0.005060693963575875,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,6669d584-a8df-443c-ad62-350b5fc6594d,948b3b73-788e-44ec-a535-890c35e73cb4,1,489.6000014596962,52,True,52,100.0,0.002909457781624085,0.0,0.002909457781624085,0.0015389584094728367,0.0077213208568452825,0.0
992ab65c0d1a,992ab65c0d1a,6hbx100_1xT,larger_origami,1-1,68d566ac-1d78-4472-9710-95f69a5ef074,b6770a6e-beda-4016-8584-18d099760127,1,489.6000014596962,52,True,52,100.0,0.0011378712192529226,0.0,0.0011378712192529226,0.0007541052964632085,0.003762321359001253,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,715d50c3-2031-424f-b6e6-deb5f514f22a,b46be18d-8a7e-4772-8a53-5c9083a70234,1,489.6000014596962,52,True,52,100.0,0.09702501266677202,0.0,0.09702501266677202,0.08532542972993568,0.1983034319675643,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,335ea4ca-5c23-4e29-b04f-16571cad16a8,7da22aa0-ddb1-44c6-9b75-438532d1fd19,1,489.6000014596962,52,True,52,100.0,0.07002656803479856,0.0,0.07002656803479856,0.06418554940305465,0.13246284231580155,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,9b0bf67e-31e6-4353-9962-8b241e4830fd,b5af488f-e065-4b7c-96b5-c1dcaa9e5716,1,489.6000014596962,52,True,52,100.0,0.03514759008278609,0.0,0.03514759008278609,0.03741156885723077,0.058409026643019724,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,723282f2-a744-4512-9242-9397c4ee5c5e,f90a3afc-b4f4-484e-a0fc-fbe29333b968,1,489.6000014596962,52,True,52,100.0,0.035090669990361006,0.0,0.035090669990361006,0.02873906879549477,0.06934227129926028,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,433a5065-e3c3-4b84-bcf3-915ab6c65955,d839bd27-10bf-4741-bd99-d08fe6a959c2,1,489.6000014596962,52,True,52,100.0,0.029203815798351646,0.0,0.029203815798351646,0.027399669021219417,0.04902158161837416,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,932e1ba5-5123-404e-a557-eb331bb79266,c86da97a-de95-4764-ba15-e2506bc8a0f2,1,489.6000014596962,52,True,52,100.0,0.028968542422400097,0.0,0.028968542422400097,0.02380001560443947,0.06531872910067434,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,10dcd943-bf54-430c-b9d9-33b67746c966,7dccd2d2-3834-4d0e-9c2d-4bb7268d8a87,1,489.6000014596962,52,True,52,100.0,0.025243605214017646,0.0,0.025243605214017646,0.016342213577192247,0.06363535582405833,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,4c3677c1-003e-4ac1-a8f1-e3b5fcbae050,5d276e32-c276-4422-a745-9da530d78da6,1,489.6000014596962,52,True,52,100.0,0.025213723683429404,0.0,0.025213723683429404,0.013571564174928118,0.08894888785964193,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,af6f6736-4b56-4ae9-a4e4-bb6ee5ccd31a,db4325ef-21b8-4631-9e34-fe60d5d6249b,1,489.6000014596962,52,True,24,46.15384615384615,0.017361892822386458,0.0,0.02200110354815413,0.01711452290230913,0.058920055652418465,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,180faa04-c63f-419c-8d1e-3f797176aced,efbdbaef-8b2e-4f4d-9f88-3f9014b0bba5,1,489.6000014596962,52,True,52,100.0,0.016270503199126117,0.0,0.016270503199126117,0.013693745006595762,0.031330322675825764,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,27f9c82f-3acc-4c54-8be7-3948148f7cd2,fc501a90-8295-486c-b7ec-51c8449764ce,1,489.6000014596962,52,True,52,100.0,0.015488997828990648,0.0,0.015488997828990648,0.014259365136564093,0.028208412807016234,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,cda11e43-1a30-4424-b5ab-f6487e66ef77,f7f0f244-3cf7-4261-a091-c32b830f55df,1,489.6000014596962,52,True,52,100.0,0.015337755765898985,0.0,0.015337755765898985,0.013082021880648033,0.03565476568289541,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,2a42f52a-d371-4584-9347-ce1fb9d45464,d8565ee9-9f77-48dc-bde6-a4e9fa24e02c,1,489.6000014596962,52,True,52,100.0,0.014579929850630724,0.0,0.014579929850630724,0.0132053920114841,0.025289383026029216,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,842fca27-ff32-4cfa-8ee2-88f6c130ff1a,ad51907a-66a3-4e20-9975-6db6ac6276ea,1,489.6000014596962,52,True,52,100.0,0.013874200309906947,0.0,0.013874200309906947,0.01278862334801422,0.025164519026395646,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,1a748e45-0335-4275-987b-c201e50369ae,f69c48d5-3da8-4851-b8fa-71e4e2271c53,1,489.6000014596962,52,True,52,100.0,0.013707062974214448,0.0,0.013707062974214448,0.01268819185204062,0.02516454575091304,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,98b44d64-bb57-4e5f-830b-9270cab9905d,dedc48d6-3547-4071-832e-783e76457f1c,1,489.6000014596962,52,True,52,100.0,0.012921019682582847,0.0,0.012921019682582847,0.01222126444671828,0.024314992508321653,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,8746148e-c11e-4dab-9472-382ae58be2d4,f7f1f11f-8f05-42b2-9b2c-849546253bc0,1,489.6000014596962,52,True,52,100.0,0.01132913326724514,0.0,0.01132913326724514,0.010337035410261493,0.025406536123149512,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,cc2cec17-f2e2-42e9-8251-2af732ffbb73,fdc3fab1-96e5-4dc1-8d42-aa2ba66b3415,1,489.6000014596962,52,True,52,100.0,0.010159046892559476,0.0,0.010159046892559476,0.0020740278759082513,0.04802638144954446,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,94bd1222-e92d-42e3-8137-9a2f1c2ed05e,ba230854-9246-4c35-b3d7-b8e7968fd382,1,489.6000014596962,52,True,52,100.0,0.008463520517327678,0.0,0.008463520517327678,0.007908766970677637,0.015815825234321394,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,2695d23f-eb39-47a5-92b2-6a2d6f6c915d,84ccacc8-cf82-4859-9ea0-8802e8cc32e4,1,489.6000014596962,52,True,52,100.0,0.007848590486277136,0.0,0.007848590486277136,0.00630636841057391,0.018270463997916764,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,64bba80c-bccb-4ed6-83a9-eeed4b83bbd2,f2d4d4c3-9564-4d7e-8dff-c4febde823b1,1,489.6000014596962,52,True,52,100.0,0.007306513058695553,0.0,0.007306513058695553,0.0016126693776440995,0.04191748356339865,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,db4a6d72-de3c-460f-be3e-41e33c2addf5,fbcb9373-89f7-419e-9a70-2d030592a37b,1,489.6000014596962,52,True,52,100.0,0.0061447214987564855,0.0,0.0061447214987564855,0.005041883025872411,0.017689814469576546,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,77cf36c0-ab23-4b9c-926d-1638a36bc0cd,9d6b4c05-29a1-4fec-902a-233ff5ba603b,1,489.6000014596962,52,True,52,100.0,0.005552677441400219,0.0,0.005552677441400219,0.0019508856335728754,0.01121610211316814,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,1178ba6b-0419-457d-aa2d-65d35b26275b,9acdbcbc-9b36-4db4-8fee-b5fa632a049f,1,489.6000014596962,52,True,52,100.0,0.005087667942099006,0.0,0.005087667942099006,0.00497298759543935,0.011399079259161334,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,19f0417b-5101-4ec1-ab1f-ac059064b9ca,72685c47-4c25-4cd3-80c3-3ede26746613,1,489.6000014596962,52,True,52,100.0,0.003025117219787412,0.0,0.003025117219787412,0.0028947232663884557,0.005169831923286506,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,301be703-644b-4222-94bf-68d5901d5b51,e2fdd49a-5828-4c6e-a26c-1ea8918c89d1,1,489.6000014596962,52,True,52,100.0,0.002357288363749904,0.0,0.002357288363749904,0.001573608780369743,0.005819614522834163,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,68d566ac-1d78-4472-9710-95f69a5ef074,b6770a6e-beda-4016-8584-18d099760127,1,489.6000014596962,52,True,52,100.0,0.0018185174284000487,0.0,0.0018185174284000487,0.0007473908153247254,0.006724688756270286,0.0
eb4953783dd3,eb4953783dd3,6hbx100_1xT,larger_origami,1-1,6669d584-a8df-443c-ad62-350b5fc6594d,948b3b73-788e-44ec-a535-890c35e73cb4,1,489.6000014596962,52,True,52,100.0,0.0009489240827620544,0.0,0.0009489240827620544,0.0007229564080239457,0.0026033186305375465,0.0
cb616816195f,cb616816195f,6hb_2xT,larger_origami,2-2,584b1faa-b569-4dcb-b382-cc95fdaa75cf,8c96d10b-f047-444f-ad3b-740f2c963bd5,4,6990.000020840026,500,True,500,100.0,0.3565162227728113,40.8,0.3565162227728113,0.35839077647520734,0.539507534300798,40.8
cb616816195f,cb616816195f,6hb_2xT,larger_origami,2-2,a24c19c0-af3d-4a37-812b-3eeae7d7643e,bbaebf97-40b6-40c9-92ef-a9ff601820fc,4,6990.000020840026,500,True,500,100.0,0.24592030495770562,0.6,0.24592030495770562,0.23262495238447742,0.40561486592358986,0.6
cb616816195f,cb616816195f,6hb_2xT,larger_origami,2-2,46f301e7-006a-464f-8cd9-709d2ef35e4a,a9fec5a5-9462-4d69-8506-528ad6d779ec,4,6990.000020840026,500,True,336,67.2,0.24257703322193228,4.8,0.22101766044918073,0.21374945051374433,0.4245913433902341,7.142857142857142
cb616816195f,cb616816195f,6hb_2xT,larger_origami,2-2,2a28e63b-4756-43dd-bb45-5435edd57bd9,a29b35ed-406c-4b0c-add8-ef4f1822374e,4,6990.000020840026,500,True,500,100.0,0.1513984261807607,0.6,0.1513984261807607,0.13025994735628937,0.29460334418577677,0.6
cb616816195f,cb616816195f,6hb_2xT,larger_origami,2-2,41fcc558-4b99-4f21-9707-916061a18848,ab80dac9-8463-4a42-9475-c57dfcaee96d,4,6990.000020840026,500,True,490,98.0,0.12303087622836557,1.6,0.12179349559773979,0.10359439868601088,0.2772437335563649,1.6326530612244898
cb616816195f,cb616816195f,6hb_2xT,larger_origami,2-2,accc07e6-a6df-431d-9090-d24cf77a8ec9,f03fbd93-0a6c-4e2c-a8ae-445c7ffb95bb,4,6990.000020840026,500,True,500,100.0,0.0317793279633701,0.0,0.0317793279633701,0.009122907280310549,0.1268559382506681,0.0
cb616816195f,cb616816195f,6hb_2xT,larger_origami,2-2,27508db6-884d-4b1e-8435-e1be95a32e0a,7cd35475-6a13-4004-b446-e67e71bd2de4,4,6990.000020840026,500,True,500,100.0,0.010227381176722856,0.0,0.010227381176722856,0.004602154512469843,0.042318464546856845,0.0
cb616816195f,cb616816195f,6hb_2xT,larger_origami,2-2,57ec5181-4756-48fa-8a32-d5a6d5aa5acc,73481d3c-7035-492d-8733-a4943de2d919,4,6990.000020840026,500,True,500,100.0,0.006924075941069094,0.0,0.006924075941069094,0.006160972603374429,0.015124258234238663,0.0
cb616816195f,cb616816195f,6hb_2xT,larger_origami,2-2,04df3cd6-271d-4b2b-bbce-e067da20c9ce,e9b0bf88-e7ca-4c82-b297-7a121ab0b6d1,4,6990.000020840026,500,True,500,100.0,0.0044861112503485,0.0,0.0044861112503485,0.0043572203581127575,0.006969149098343863,0.0
cb616816195f,cb616816195f,6hb_2xT,larger_origami,2-2,d4de6f31-daf5-4f47-957b-4d6ab02dea6b,ebabccd4-7c2c-4786-88ae-06a3b0a41446,4,6990.000020840026,500,True,500,100.0,0.004391382992055874,0.0,0.004391382992055874,0.0033257209308466627,0.012326143537876245,0.0
e4a49b2057a5,e4a49b2057a5,2hb_1xT,2hb,1-1,4a12dd44-bce2-46be-8296-093ce52d2ec9,54c5689d-127b-4693-bc11-f51121719fad,1,1990.0000059329973,201,True,201,100.0,0.03367182725816791,0.0,0.03367182725816791,0.02684669702770401,0.0852655618212746,0.0
6950d3b79138,6950d3b79138,24hb_1xT,larger_origami,1-1,0cc2ae9a-94ef-41b2-b7f0-f56bf85faffd,1fed1126-3535-4c42-a9d6-905b516e415f,1,223620.00066670193,500,True,497,99.4,0.17002198373241698,0.8,0.17049128794447913,0.12238759083650573,0.4223012415463346,0.8048289738430584
6950d3b79138,6950d3b79138,24hb_1xT,larger_origami,1-1,4ad1c9d9-edf8-4568-9150-c4480110a245,7f20c83a-55f5-47e4-9001-207c5feb3f82,1,223620.00066670193,500,True,219,43.8,0.1628719257427941,12.0,0.06785551352249579,0.05235376211269285,0.1685022893441081,0.0
6950d3b79138,6950d3b79138,24hb_1xT,larger_origami,1-1,59fd9282-3a30-4116-9238-c7574588a4af,e28bb508-468e-4605-a1e2-ac96ec18d7fd,1,223620.00066670193,500,True,208,41.6,0.16255516554400917,0.0,0.12951739178312438,0.11634677770267224,0.2590026279046562,0.0
6950d3b79138,6950d3b79138,24hb_1xT,larger_origami,1-1,2eec59da-fb23-4b34-8b38-6c254509c655,78e6c51f-594a-41dd-8c69-dba85c5760a3,1,223620.00066670193,500,True,437,87.4,0.14058932683388686,18.4,0.10103414009353995,0.022488814788539077,0.5008722094998959,11.212814645308924
6950d3b79138,6950d3b79138,24hb_1xT,larger_origami,1-1,1620526c-379f-4333-ab8f-61f3a4315e31,fb9d446c-b711-4e45-9306-2add1c561b60,1,223620.00066670193,500,True,499,99.8,0.1301295963914528,0.0,0.13011525553313352,0.11996723035384738,0.22809164547776428,0.0
6950d3b79138,6950d3b79138,24hb_1xT,larger_origami,1-1,25ccdd1b-b891-4a53-b44a-b5871d5be831,393bdf1c-4f8d-4630-85a0-16d89f7209ba,1,223620.00066670193,500,True,500,100.0,0.10326573533688888,0.0,0.10326573533688888,0.09695791873254514,0.23346510139810303,0.0
6950d3b79138,6950d3b79138,24hb_1xT,larger_origami,1-1,1715fbf8-7548-4705-af35-478e443d38f3,df6af4a5-573c-4182-9124-3bde6c856d82,1,223620.00066670193,500,True,494,98.8,0.09657511007811148,1.4000000000000001,0.09633753425137193,0.05940746663227753,0.3197962256693313,1.417004048582996
